Date,Open,High,Low,Close,Adj Close,Volume
2017-02-14,5.659999847412109,5.699999809265137,5.610000133514404,5.699999809265137,3.7407827377319336,253000
2017-02-15,5.659999847412109,5.690000057220459,5.619999885559082,5.690000057220459,3.734219551086426,228500
2017-02-16,5.690000057220459,5.690000057220459,5.639999866485596,5.659999847412109,3.7145309448242188,121500
2017-02-17,5.619999885559082,5.639999866485596,5.570000171661377,5.590000152587891,3.6685919761657715,158900
2017-02-21,5.610000133514404,5.650000095367432,5.590000152587891,5.639999866485596,3.7014050483703613,181300
2017-02-22,5.610000133514404,5.619999885559082,5.579999923706055,5.599999904632568,3.675154447555542,206300
2017-02-23,5.630000114440918,5.670000076293945,5.610000133514404,5.659999847412109,3.7145309448242188,127900
2017-02-24,5.650000095367432,5.679999828338623,5.619999885559082,5.670000076293945,3.7210938930511475,175200
2017-02-27,5.650000095367432,5.699999809265137,5.650000095367432,5.699999809265137,3.7407827377319336,95300
2017-02-28,5.670000076293945,5.690000057220459,5.670000076293945,5.679999828338623,3.7276573181152344,97300
2017-03-01,5.710000038146973,5.730000019073486,5.690000057220459,5.690000057220459,3.734219551086426,155600
2017-03-02,5.679999828338623,5.75,5.679999828338623,5.690000057220459,3.734219551086426,279700
2017-03-03,5.699999809265137,5.71999979019165,5.690000057220459,5.71999979019165,3.753908395767212,154300
2017-03-06,5.699999809265137,5.71999979019165,5.699999809265137,5.699999809265137,3.7407827377319336,112900
2017-03-07,5.679999828338623,5.710000038146973,5.679999828338623,5.690000057220459,3.734219551086426,107300
2017-03-08,5.710000038146973,5.730000019073486,5.659999847412109,5.659999847412109,3.7145309448242188,157000
2017-03-09,5.670000076293945,5.710000038146973,5.650000095367432,5.659999847412109,3.7145309448242188,305600
2017-03-10,5.699999809265137,5.699999809265137,5.670000076293945,5.690000057220459,3.734219551086426,293800
2017-03-13,5.590000152587891,5.599999904632568,5.510000228881836,5.550000190734863,3.730858325958252,306000
2017-03-14,5.519999980926514,5.539999961853027,5.510000228881836,5.519999980926514,3.710691452026367,95000
2017-03-15,5.539999961853027,5.570000171661377,5.510000228881836,5.559999942779541,3.7375802993774414,149400
2017-03-16,5.559999942779541,5.610000133514404,5.550000190734863,5.610000133514404,3.7711920738220215,134200
2017-03-17,5.599999904632568,5.710000038146973,5.590000152587891,5.679999828338623,3.8182480335235596,165500
2017-03-20,5.699999809265137,5.699999809265137,5.659999847412109,5.679999828338623,3.8182480335235596,80500
2017-03-21,5.690000057220459,5.699999809265137,5.650000095367432,5.670000076293945,3.811526298522949,127000
2017-03-22,5.659999847412109,5.679999828338623,5.650000095367432,5.650000095367432,3.798081159591675,122500
2017-03-23,5.650000095367432,5.739999771118164,5.650000095367432,5.739999771118164,3.858581781387329,133800
2017-03-24,5.739999771118164,5.75,5.699999809265137,5.730000019073486,3.8518590927124023,91500
2017-03-27,5.690000057220459,5.710000038146973,5.659999847412109,5.699999809265137,3.8316917419433594,104700
2017-03-28,5.699999809265137,5.730000019073486,5.699999809265137,5.710000038146973,3.838414430618286,90500
2017-03-29,5.699999809265137,5.78000020980835,5.670000076293945,5.769999980926514,3.8787479400634766,171900
2017-03-30,5.789999961853027,5.800000190734863,5.760000228881836,5.789999961853027,3.8921926021575928,112800
2017-03-31,5.78000020980835,5.820000171661377,5.78000020980835,5.820000171661377,3.9123599529266357,104800
2017-04-03,5.840000152587891,5.840000152587891,5.78000020980835,5.800000190734863,3.8989152908325195,190200
2017-04-04,5.800000190734863,5.820000171661377,5.789999961853027,5.809999942779541,3.905636787414551,141500
2017-04-05,5.769999980926514,5.820000171661377,5.75,5.800000190734863,3.8989152908325195,214900
2017-04-06,5.800000190734863,5.849999904632568,5.800000190734863,5.849999904632568,3.932526111602783,137200
2017-04-07,5.840000152587891,5.840000152587891,5.820000171661377,5.829999923706055,3.919081211090088,67400
2017-04-10,5.820000171661377,5.849999904632568,5.809999942779541,5.840000152587891,3.925804376602173,76800
2017-04-11,5.829999923706055,5.869999885559082,5.820000171661377,5.849999904632568,3.932526111602783,197600
2017-04-12,5.840000152587891,5.880000114440918,5.829999923706055,5.829999923706055,3.919081211090088,308600
2017-04-13,5.860000133514404,5.880000114440918,5.840000152587891,5.860000133514404,3.93924880027771,195900
2017-04-17,5.849999904632568,5.900000095367432,5.840000152587891,5.889999866485596,3.9594156742095947,421000
2017-04-18,5.889999866485596,5.909999847412109,5.829999923706055,5.909999847412109,3.9728596210479736,150800
2017-04-19,5.920000076293945,5.949999809265137,5.900000095367432,5.940000057220459,3.9930264949798584,110700
2017-04-20,5.949999809265137,5.989999771118164,5.900000095367432,5.949999809265137,3.999748706817627,177100
2017-04-21,5.920000076293945,5.940000057220459,5.860000133514404,5.880000114440918,3.9526944160461426,113900
2017-04-24,5.949999809265137,5.980000019073486,5.889999866485596,5.929999828338623,3.9863052368164062,206000
2017-04-25,5.949999809265137,5.989999771118164,5.940000057220459,5.960000038146973,4.006472110748291,63900
2017-04-26,5.960000038146973,6.010000228881836,5.949999809265137,5.96999979019165,4.013193130493164,180300
2017-04-27,5.980000019073486,5.980000019073486,5.929999828338623,5.960000038146973,4.006472110748291,103800
2017-04-28,5.96999979019165,5.989999771118164,5.960000038146973,5.989999771118164,4.026638031005859,71100
2017-05-01,6.0,6.010000228881836,5.96999979019165,6.010000228881836,4.0400824546813965,117800
2017-05-02,6.0,6.039999961853027,5.96999979019165,5.96999979019165,4.013193130493164,172300
2017-05-03,5.960000038146973,6.010000228881836,5.960000038146973,6.010000228881836,4.0400824546813965,134900
2017-05-04,6.010000228881836,6.03000020980835,6.0,6.010000228881836,4.0400824546813965,93000
2017-05-05,6.0,6.039999961853027,6.0,6.010000228881836,4.0400824546813965,144500
2017-05-08,6.010000228881836,6.039999961853027,6.0,6.039999961853027,4.0602498054504395,106500
2017-05-09,6.039999961853027,6.090000152587891,6.019999980926514,6.090000152587891,4.093861103057861,120700
2017-05-10,6.079999923706055,6.110000133514404,6.050000190734863,6.070000171661377,4.080417156219482,97300
2017-05-11,6.059999942779541,6.070000171661377,6.0,6.039999961853027,4.0602498054504395,138000
2017-05-12,6.03000020980835,6.079999923706055,6.0,6.050000190734863,4.066971778869629,132400
2017-05-15,6.050000190734863,6.090000152587891,6.039999961853027,6.070000171661377,4.080417156219482,69400
2017-05-16,6.099999904632568,6.110000133514404,6.070000171661377,6.099999904632568,4.100582599639893,149900
2017-05-17,6.090000152587891,6.110000133514404,6.03000020980835,6.050000190734863,4.066971778869629,96700
2017-05-18,6.059999942779541,6.150000095367432,6.019999980926514,6.150000095367432,4.134194374084473,101100
2017-05-19,6.159999847412109,6.25,6.119999885559082,6.25,4.201417446136475,140700
2017-05-22,6.260000228881836,6.300000190734863,6.199999809265137,6.21999979019165,4.181249618530273,217800
2017-05-23,6.230000019073486,6.329999923706055,6.230000019073486,6.309999942779541,4.241750240325928,228100
2017-05-24,6.309999942779541,6.349999904632568,6.230000019073486,6.309999942779541,4.241750240325928,208200
2017-05-25,6.309999942779541,6.409999847412109,6.269999980926514,6.389999866485596,4.295529365539551,160200
2017-05-26,6.389999866485596,6.460000038146973,6.389999866485596,6.460000038146973,4.34258508682251,223200
2017-05-30,6.429999828338623,6.449999809265137,6.400000095367432,6.409999847412109,4.30897331237793,93000
2017-05-31,6.420000076293945,6.480000019073486,6.409999847412109,6.46999979019165,4.349306583404541,183900
2017-06-01,6.449999809265137,6.489999771118164,6.289999961853027,6.369999885559082,4.282083988189697,424300
2017-06-02,6.369999885559082,6.400000095367432,6.320000171661377,6.400000095367432,4.302250862121582,246800
2017-06-05,6.380000114440918,6.429999828338623,6.329999923706055,6.420000076293945,4.315695285797119,221800
2017-06-06,6.380000114440918,6.429999828338623,6.380000114440918,6.400000095367432,4.302250862121582,195300
2017-06-07,6.420000076293945,6.46999979019165,6.389999866485596,6.400000095367432,4.302250862121582,198500
2017-06-08,6.389999866485596,6.460000038146973,6.380000114440918,6.429999828338623,4.322418212890625,212000
2017-06-09,6.460000038146973,6.510000228881836,6.449999809265137,6.460000038146973,4.34258508682251,335200
2017-06-12,6.329999923706055,6.360000133514404,6.190000057220459,6.210000038146973,4.283947944641113,300500
2017-06-13,6.190000057220459,6.25,6.190000057220459,6.190000057220459,4.270151138305664,253300
2017-06-14,6.230000019073486,6.25,6.190000057220459,6.210000038146973,4.283947944641113,186200
2017-06-15,6.190000057220459,6.199999809265137,6.150000095367432,6.159999847412109,4.249454975128174,173500
2017-06-16,6.179999828338623,6.230000019073486,6.170000076293945,6.21999979019165,4.29084587097168,103400
2017-06-19,6.25,6.289999961853027,6.239999771118164,6.289999961853027,4.33913516998291,107700
2017-06-20,6.28000020980835,6.289999961853027,6.230000019073486,6.25,4.31154203414917,130500
2017-06-21,6.260000228881836,6.269999980926514,6.21999979019165,6.260000228881836,4.318439483642578,106900
2017-06-22,6.239999771118164,6.28000020980835,6.21999979019165,6.239999771118164,4.304643154144287,144500
2017-06-23,6.21999979019165,6.25,6.190000057220459,6.210000038146973,4.283947944641113,106600
2017-06-26,6.239999771118164,6.269999980926514,6.199999809265137,6.210000038146973,4.283947944641113,177800
2017-06-27,6.21999979019165,6.239999771118164,6.150000095367432,6.159999847412109,4.249454975128174,84300
2017-06-28,6.159999847412109,6.21999979019165,6.130000114440918,6.190000057220459,4.270151138305664,210900
2017-06-29,6.179999828338623,6.199999809265137,6.079999923706055,6.130000114440918,4.228759765625,131600
2017-06-30,6.130000114440918,6.130000114440918,6.050000190734863,6.119999885559082,4.221860885620117,216000
2017-07-03,6.150000095367432,6.190000057220459,6.130000114440918,6.190000057220459,4.270151138305664,167800
2017-07-05,6.170000076293945,6.190000057220459,6.079999923706055,6.130000114440918,4.228759765625,206200
2017-07-06,6.110000133514404,6.119999885559082,6.03000020980835,6.050000190734863,4.173572063446045,136300
2017-07-07,6.03000020980835,6.079999923706055,6.010000228881836,6.079999923706055,4.194267749786377,148700
2017-07-10,6.099999904632568,6.099999904632568,6.059999942779541,6.079999923706055,4.194267749786377,112900
2017-07-11,6.050000190734863,6.099999904632568,6.050000190734863,6.059999942779541,4.1804704666137695,219800
2017-07-12,6.070000171661377,6.130000114440918,6.070000171661377,6.119999885559082,4.221860885620117,147600
2017-07-13,6.099999904632568,6.159999847412109,6.090000152587891,6.130000114440918,4.228759765625,112500
2017-07-14,6.150000095367432,6.170000076293945,6.110000133514404,6.159999847412109,4.249454975128174,104800
2017-07-17,6.179999828338623,6.190000057220459,6.150000095367432,6.170000076293945,4.256353378295898,154300
2017-07-18,6.190000057220459,6.190000057220459,6.150000095367432,6.170000076293945,4.256353378295898,145000
2017-07-19,6.179999828338623,6.210000038146973,6.170000076293945,6.199999809265137,4.2770490646362305,140600
2017-07-20,6.190000057220459,6.28000020980835,6.190000057220459,6.269999980926514,4.325337886810303,115500
2017-07-21,6.260000228881836,6.260000228881836,6.230000019073486,6.260000228881836,4.318439483642578,150100
2017-07-24,6.260000228881836,6.289999961853027,6.230000019073486,6.269999980926514,4.325337886810303,169200
2017-07-25,6.25,6.289999961853027,6.199999809265137,6.260000228881836,4.318439483642578,271000
2017-07-26,6.25,6.269999980926514,6.230000019073486,6.25,4.31154203414917,238500
2017-07-27,6.269999980926514,6.349999904632568,6.25,6.269999980926514,4.325337886810303,247900
2017-07-28,6.269999980926514,6.300000190734863,6.269999980926514,6.300000190734863,4.346035003662109,109700
2017-07-31,6.300000190734863,6.320000171661377,6.28000020980835,6.289999961853027,4.33913516998291,155500
2017-08-01,6.320000171661377,6.340000152587891,6.309999942779541,6.320000171661377,4.359830856323242,138200
2017-08-02,6.329999923706055,6.340000152587891,6.289999961853027,6.309999942779541,4.352931499481201,154900
2017-08-03,6.320000171661377,6.320000171661377,6.269999980926514,6.300000190734863,4.346035003662109,221700
2017-08-04,6.309999942779541,6.340000152587891,6.300000190734863,6.340000152587891,4.373627662658691,124600
2017-08-07,6.349999904632568,6.360000133514404,6.329999923706055,6.360000133514404,4.387424945831299,187400
2017-08-08,6.349999904632568,6.360000133514404,6.320000171661377,6.340000152587891,4.373627662658691,177100
2017-08-09,6.340000152587891,6.340000152587891,6.289999961853027,6.309999942779541,4.352931499481201,125700
2017-08-10,6.28000020980835,6.300000190734863,6.159999847412109,6.190000057220459,4.270151138305664,184100
2017-08-11,6.130000114440918,6.21999979019165,6.099999904632568,6.199999809265137,4.2770490646362305,254800
2017-08-14,6.199999809265137,6.25,6.190000057220459,6.239999771118164,4.304643154144287,162300
2017-08-15,6.25,6.300000190734863,6.210000038146973,6.21999979019165,4.29084587097168,137500
2017-08-16,6.25,6.28000020980835,6.239999771118164,6.25,4.31154203414917,144500
2017-08-17,6.21999979019165,6.260000228881836,6.199999809265137,6.199999809265137,4.2770490646362305,119300
2017-08-18,6.190000057220459,6.25,6.159999847412109,6.25,4.31154203414917,99600
2017-08-21,6.260000228881836,6.260000228881836,6.199999809265137,6.25,4.31154203414917,86600
2017-08-22,6.260000228881836,6.329999923706055,6.25,6.329999923706055,4.366728782653809,121900
2017-08-23,6.329999923706055,6.340000152587891,6.309999942779541,6.329999923706055,4.366728782653809,189500
2017-08-24,6.329999923706055,6.329999923706055,6.269999980926514,6.300000190734863,4.346035003662109,143800
2017-08-25,6.289999961853027,6.320000171661377,6.25,6.309999942779541,4.352931499481201,200700
2017-08-28,6.320000171661377,6.340000152587891,6.289999961853027,6.329999923706055,4.366728782653809,117800
2017-08-29,6.300000190734863,6.380000114440918,6.300000190734863,6.349999904632568,4.380526065826416,208500
2017-08-30,6.349999904632568,6.400000095367432,6.329999923706055,6.400000095367432,4.4150190353393555,265500
2017-08-31,6.400000095367432,6.420000076293945,6.380000114440918,6.409999847412109,4.421916961669922,132900
2017-09-01,6.420000076293945,6.46999979019165,6.400000095367432,6.460000038146973,4.456409931182861,164500
2017-09-05,6.420000076293945,6.449999809265137,6.380000114440918,6.389999866485596,4.4081196784973145,128500
2017-09-06,6.429999828338623,6.449999809265137,6.389999866485596,6.449999809265137,4.449510097503662,178600
2017-09-07,6.440000057220459,6.460000038146973,6.400000095367432,6.449999809265137,4.449510097503662,108800
2017-09-08,6.440000057220459,6.460000038146973,6.400000095367432,6.429999828338623,4.435713768005371,100700
2017-09-11,6.46999979019165,6.5,6.460000038146973,6.5,4.484003067016602,203100
2017-09-12,6.369999885559082,6.369999885559082,6.320000171661377,6.349999904632568,4.493202209472656,149600
2017-09-13,6.320000171661377,6.349999904632568,6.300000190734863,6.349999904632568,4.493202209472656,146100
2017-09-14,6.360000133514404,6.360000133514404,6.289999961853027,6.320000171661377,4.4719743728637695,95700
2017-09-15,6.340000152587891,6.340000152587891,6.260000228881836,6.269999980926514,4.436594486236572,103500
2017-09-18,6.300000190734863,6.320000171661377,6.25,6.260000228881836,4.429519176483154,148700
2017-09-19,6.289999961853027,6.309999942779541,6.25,6.289999961853027,4.450746059417725,97000
2017-09-20,6.309999942779541,6.320000171661377,6.269999980926514,6.289999961853027,4.450746059417725,122300
2017-09-21,6.309999942779541,6.329999923706055,6.269999980926514,6.28000020980835,4.443670749664307,80600
2017-09-22,6.309999942779541,6.329999923706055,6.269999980926514,6.28000020980835,4.443670749664307,114600
2017-09-25,6.28000020980835,6.309999942779541,6.269999980926514,6.28000020980835,4.443670749664307,95700
2017-09-26,6.28000020980835,6.289999961853027,6.25,6.269999980926514,4.436594486236572,84300
2017-09-27,6.300000190734863,6.309999942779541,6.260000228881836,6.289999961853027,4.450746059417725,131300
2017-09-28,6.300000190734863,6.300000190734863,6.260000228881836,6.28000020980835,4.443670749664307,104500
2017-09-29,6.269999980926514,6.300000190734863,6.269999980926514,6.269999980926514,4.436594486236572,140800
2017-10-02,6.309999942779541,6.329999923706055,6.28000020980835,6.300000190734863,4.457823276519775,187600
2017-10-03,6.320000171661377,6.329999923706055,6.269999980926514,6.300000190734863,4.457823276519775,202300
2017-10-04,6.289999961853027,6.309999942779541,6.25,6.269999980926514,4.436594486236572,142100
2017-10-05,6.289999961853027,6.309999942779541,6.269999980926514,6.289999961853027,4.450746059417725,86100
2017-10-06,6.300000190734863,6.309999942779541,6.269999980926514,6.289999961853027,4.450746059417725,112000
2017-10-09,6.300000190734863,6.300000190734863,6.28000020980835,6.289999961853027,4.450746059417725,70900
2017-10-10,6.300000190734863,6.309999942779541,6.28000020980835,6.300000190734863,4.457823276519775,180800
2017-10-11,6.309999942779541,6.329999923706055,6.300000190734863,6.320000171661377,4.4719743728637695,137200
2017-10-12,6.329999923706055,6.340000152587891,6.309999942779541,6.320000171661377,4.4719743728637695,164500
2017-10-13,6.329999923706055,6.340000152587891,6.320000171661377,6.329999923706055,4.4790496826171875,146400
2017-10-16,6.320000171661377,6.329999923706055,6.289999961853027,6.309999942779541,4.464897632598877,154500
2017-10-17,6.289999961853027,6.309999942779541,6.199999809265137,6.25,4.422443389892578,516800
2017-10-18,6.239999771118164,6.269999980926514,6.21999979019165,6.25,4.422443389892578,171500
2017-10-19,6.269999980926514,6.269999980926514,6.25,6.260000228881836,4.429519176483154,149600
2017-10-20,6.269999980926514,6.300000190734863,6.239999771118164,6.269999980926514,4.436594486236572,87500
2017-10-23,6.300000190734863,6.300000190734863,6.260000228881836,6.269999980926514,4.436594486236572,88900
2017-10-24,6.289999961853027,6.309999942779541,6.28000020980835,6.300000190734863,4.457823276519775,195600
2017-10-25,6.289999961853027,6.300000190734863,6.21999979019165,6.21999979019165,4.401215076446533,142000
2017-10-26,6.239999771118164,6.260000228881836,6.210000038146973,6.230000019073486,4.408290863037109,146000
2017-10-27,6.260000228881836,6.289999961853027,6.260000228881836,6.289999961853027,4.450746059417725,105800
2017-10-30,6.289999961853027,6.300000190734863,6.239999771118164,6.25,4.422443389892578,109100
2017-10-31,6.28000020980835,6.28000020980835,6.25,6.260000228881836,4.429519176483154,132800
2017-11-01,6.260000228881836,6.309999942779541,6.21999979019165,6.25,4.422443389892578,151700
2017-11-02,6.260000228881836,6.28000020980835,6.21999979019165,6.230000019073486,4.408290863037109,126200
2017-11-03,6.25,6.25,6.21999979019165,6.239999771118164,4.415367126464844,119100
2017-11-06,6.260000228881836,6.260000228881836,6.190000057220459,6.230000019073486,4.408290863037109,150000
2017-11-07,6.210000038146973,6.21999979019165,6.179999828338623,6.179999828338623,4.37291145324707,122100
2017-11-08,6.199999809265137,6.21999979019165,6.179999828338623,6.190000057220459,4.3799872398376465,109000
2017-11-09,6.159999847412109,6.190000057220459,6.119999885559082,6.190000057220459,4.3799872398376465,126300
2017-11-10,6.159999847412109,6.179999828338623,6.150000095367432,6.150000095367432,4.351683139801025,115900
2017-11-13,6.159999847412109,6.159999847412109,6.110000133514404,6.119999885559082,4.330456256866455,128600
2017-11-14,6.099999904632568,6.119999885559082,6.079999923706055,6.110000133514404,4.323379993438721,169800
2017-11-15,6.090000152587891,6.090000152587891,6.059999942779541,6.079999923706055,4.302152156829834,148800
2017-11-16,6.090000152587891,6.150000095367432,6.090000152587891,6.110000133514404,4.323379993438721,165600
2017-11-17,6.090000152587891,6.130000114440918,6.090000152587891,6.119999885559082,4.330456256866455,130200
2017-11-20,6.110000133514404,6.150000095367432,6.110000133514404,6.139999866485596,4.344608306884766,166200
2017-11-21,6.159999847412109,6.199999809265137,6.150000095367432,6.170000076293945,4.365835666656494,162600
2017-11-22,6.159999847412109,6.190000057220459,6.159999847412109,6.179999828338623,4.37291145324707,92300
2017-11-24,6.199999809265137,6.269999980926514,6.190000057220459,6.269999980926514,4.436594486236572,55500
2017-11-27,6.25,6.260000228881836,6.21999979019165,6.230000019073486,4.408290863037109,112600
2017-11-28,6.239999771118164,6.260000228881836,6.210000038146973,6.230000019073486,4.408290863037109,106300
2017-11-29,6.239999771118164,6.239999771118164,6.190000057220459,6.21999979019165,4.401215076446533,134600
2017-11-30,6.239999771118164,6.28000020980835,6.230000019073486,6.28000020980835,4.443670749664307,175300
2017-12-01,6.28000020980835,6.28000020980835,6.179999828338623,6.21999979019165,4.401215076446533,204800
2017-12-04,6.239999771118164,6.260000228881836,6.179999828338623,6.179999828338623,4.37291145324707,140800
2017-12-05,6.210000038146973,6.210000038146973,6.179999828338623,6.210000038146973,4.394138813018799,116500
2017-12-06,6.179999828338623,6.210000038146973,6.179999828338623,6.190000057220459,4.3799872398376465,129800
2017-12-07,6.190000057220459,6.210000038146973,6.170000076293945,6.179999828338623,4.37291145324707,128600
2017-12-08,6.199999809265137,6.210000038146973,6.139999866485596,6.170000076293945,4.365835666656494,255000
2017-12-11,6.179999828338623,6.300000190734863,6.179999828338623,6.269999980926514,4.436594486236572,305400
2017-12-12,6.070000171661377,6.090000152587891,6.059999942779541,6.079999923706055,4.416979789733887,210900
2017-12-13,6.099999904632568,6.099999904632568,6.0,6.039999961853027,4.38792085647583,358100
2017-12-14,6.039999961853027,6.050000190734863,5.980000019073486,5.989999771118164,4.351596832275391,392600
2017-12-15,6.0,6.039999961853027,6.0,6.039999961853027,4.38792085647583,253400
2017-12-18,6.039999961853027,6.050000190734863,6.019999980926514,6.050000190734863,4.395185470581055,363100
2017-12-19,6.059999942779541,6.070000171661377,6.019999980926514,6.039999961853027,4.38792085647583,355000
2017-12-20,6.039999961853027,6.059999942779541,6.010000228881836,6.039999961853027,4.38792085647583,193800
2017-12-21,6.03000020980835,6.039999961853027,5.989999771118164,6.0,4.358860969543457,186700
2017-12-22,6.019999980926514,6.019999980926514,5.980000019073486,5.980000019073486,4.344332218170166,175700
2017-12-26,5.989999771118164,5.989999771118164,5.880000114440918,5.900000095367432,4.286214828491211,252400
2017-12-27,5.889999866485596,5.929999828338623,5.869999885559082,5.909999847412109,4.293478965759277,203900
2017-12-28,5.909999847412109,5.949999809265137,5.900000095367432,5.920000076293945,4.300743103027344,310200
2017-12-29,5.909999847412109,5.949999809265137,5.880000114440918,5.929999828338623,4.308008193969727,324700
2018-01-02,5.96999979019165,5.989999771118164,5.949999809265137,5.96999979019165,4.337066650390625,201500
2018-01-03,6.0,6.010000228881836,5.929999828338623,5.949999809265137,4.322538375854492,246800
2018-01-04,5.96999979019165,6.010000228881836,5.929999828338623,5.949999809265137,4.322538375854492,174700
2018-01-05,5.960000038146973,6.0,5.960000038146973,5.989999771118164,4.351596832275391,177900
2018-01-08,5.989999771118164,6.010000228881836,5.960000038146973,5.980000019073486,4.344332218170166,207600
2018-01-09,5.980000019073486,5.989999771118164,5.960000038146973,5.980000019073486,4.344332218170166,198200
2018-01-10,5.960000038146973,5.989999771118164,5.960000038146973,5.960000038146973,4.3298020362854,175200
2018-01-11,5.96999979019165,6.0,5.949999809265137,5.989999771118164,4.351596832275391,291700
2018-01-12,6.010000228881836,6.010000228881836,5.989999771118164,6.0,4.358860969543457,117100
2018-01-16,6.03000020980835,6.079999923706055,6.010000228881836,6.03000020980835,4.3806562423706055,284800
2018-01-17,6.039999961853027,6.050000190734863,6.010000228881836,6.050000190734863,4.395185470581055,196900
2018-01-18,6.0,6.03000020980835,5.960000038146973,5.96999979019165,4.337066650390625,289300
2018-01-19,5.96999979019165,6.039999961853027,5.949999809265137,6.03000020980835,4.3806562423706055,261100
2018-01-22,6.050000190734863,6.050000190734863,6.0,6.03000020980835,4.3806562423706055,275500
2018-01-23,6.039999961853027,6.059999942779541,6.019999980926514,6.019999980926514,4.373390197753906,210000
2018-01-24,6.059999942779541,6.099999904632568,6.03000020980835,6.090000152587891,4.4242448806762695,380400
2018-01-25,6.099999904632568,6.110000133514404,6.039999961853027,6.050000190734863,4.395185470581055,194300
2018-01-26,6.090000152587891,6.099999904632568,6.03000020980835,6.099999904632568,4.431508541107178,201400
2018-01-29,6.090000152587891,6.090000152587891,6.039999961853027,6.059999942779541,4.402450084686279,245400
2018-01-30,6.03000020980835,6.050000190734863,5.880000114440918,5.929999828338623,4.308008193969727,417700
2018-01-31,5.960000038146973,5.960000038146973,5.900000095367432,5.960000038146973,4.3298020362854,237500
2018-02-01,5.960000038146973,5.960000038146973,5.940000057220459,5.960000038146973,4.3298020362854,167900
2018-02-02,5.949999809265137,5.949999809265137,5.849999904632568,5.909999847412109,4.293478965759277,219100
2018-02-05,5.849999904632568,5.889999866485596,5.610000133514404,5.630000114440918,4.090064525604248,415600
2018-02-06,5.570000171661377,5.78000020980835,5.570000171661377,5.75,4.177242279052734,211700
2018-02-07,5.78000020980835,5.900000095367432,5.78000020980835,5.820000171661377,4.228096008300781,199800
2018-02-08,5.800000190734863,5.849999904632568,5.670000076293945,5.699999809265137,4.140918254852295,128600
2018-02-09,5.71999979019165,5.730000019073486,5.599999904632568,5.690000057220459,4.1336541175842285,192700
2018-02-12,5.730000019073486,5.789999961853027,5.690000057220459,5.71999979019165,4.155447959899902,132100
2018-02-13,5.730000019073486,5.75,5.71999979019165,5.739999771118164,4.169978141784668,112700
2018-02-14,5.71999979019165,5.78000020980835,5.710000038146973,5.78000020980835,4.199037075042725,88100
