,Date,Open,High,Low,Close,Adj Close,Volume,prediction,trend,predicted_trend,trend_pred_vs_actual
0,2017-01-03,33.209999084472656,34.299999237060554,32.889999389648445,33.56999969482422,29.149991989135746,3075900,0.0,0.0,0.0,0.0
1,2017-01-04,34.130001068115234,34.779998779296875,33.61999893188477,34.299999237060554,29.783878326416016,4063500,0.0,0.0,0.0,0.0
2,2017-01-05,34.189998626708984,34.25,33.290000915527344,33.75,29.30629539489746,3319800,0.0,0.0,0.0,0.0
3,2017-01-06,33.779998779296875,33.900001525878906,31.979999542236328,32.009998321533196,27.795392990112305,3791800,0.0,0.0,0.0,0.0
4,2017-01-09,31.709999084472656,31.75,30.86000061035156,30.95000076293945,26.87495994567871,3569900,0.0,0.0,0.0,0.0
5,2017-01-10,30.899999618530273,31.84000015258789,30.670000076293945,30.709999084472656,26.66655731201172,3829100,0.0,0.0,0.0,0.0
6,2017-01-11,30.729999542236328,31.43000030517578,30.65999984741211,31.04999923706055,26.96179008483887,2231700,0.0,0.0,0.0,0.0
7,2017-01-12,31.38999938964844,31.53000068664551,30.29999923706055,30.54999923706055,26.52762031555176,1979700,0.0,0.0,0.0,0.0
8,2017-01-13,30.1200008392334,30.540000915527344,29.979999542236328,30.03000068664551,26.07608985900879,2114700,0.0,0.0,0.0,0.0
9,2017-01-17,30.32999992370605,30.790000915527344,29.75,30.04999923706055,26.09345817565918,2223200,0.0,0.0,0.0,0.0
10,2017-01-18,29.93000030517578,30.40999984741211,29.8799991607666,30.209999084472656,26.23238945007324,1836100,0.0,0.0,0.0,0.0
11,2017-01-19,30.26000022888184,30.26000022888184,29.60000038146973,29.85000038146973,25.91978645324707,2450900,0.0,0.0,0.0,0.0
12,2017-01-20,30.28000068664551,30.399999618530273,29.709999084472656,29.979999542236328,26.03266906738281,2020600,0.0,0.0,0.0,0.0
13,2017-01-23,29.75,30.03000068664551,29.20000076293945,29.29999923706055,25.44220352172852,2547900,0.0,0.0,0.0,0.0
14,2017-01-24,29.59000015258789,30.60000038146973,29.3700008392334,30.59000015258789,26.56235694885254,3348700,0.0,0.0,0.0,0.0
15,2017-01-25,30.65999984741211,30.940000534057614,29.95000076293945,30.86000061035156,26.79680633544922,2521000,0.0,0.0,0.0,0.0
16,2017-01-26,30.84000015258789,31.0,29.63999938964844,29.70000076293945,25.78953742980957,2744600,0.0,0.0,0.0,0.0
17,2017-01-27,29.79999923706055,29.989999771118164,28.959999084472656,29.09000015258789,25.259855270385746,3142500,0.0,0.0,0.0,0.0
18,2017-01-30,28.979999542236328,29.43000030517578,28.65999984741211,29.38999938964844,25.520353317260746,3152600,0.0,0.0,0.0,0.0
19,2017-01-31,29.540000915527344,29.59000015258789,28.43000030517578,28.96999931335449,25.155656814575195,4132000,0.0,0.0,0.0,0.0
20,2017-02-01,29.440000534057614,29.489999771118164,27.85000038146973,28.1200008392334,24.41757202148437,3446700,0.0,0.0,0.0,0.0
21,2017-02-02,28.239999771118164,28.51000022888184,27.65999984741211,28.170000076293945,24.46098709106445,3668900,0.0,0.0,0.0,0.0
22,2017-02-03,28.25,28.65999984741211,27.8799991607666,28.65999984741211,24.8864688873291,1804600,0.0,0.0,0.0,0.0
23,2017-02-06,28.670000076293945,29.0,28.440000534057614,28.59000015258789,24.8256893157959,1955000,0.0,0.0,0.0,0.0
24,2017-02-07,28.75,28.8799991607666,28.290000915527344,28.43000030517578,24.686756134033203,1646300,0.0,0.0,0.0,0.0
25,2017-02-08,28.25,29.59000015258789,28.10000038146973,29.54999923706055,25.65928840637207,3802300,0.0,0.0,0.0,0.0
26,2017-02-09,29.8700008392334,30.399999618530273,29.75,30.18000030517578,26.206340789794922,2547900,0.0,0.0,0.0,0.0
27,2017-02-10,30.489999771118164,30.6200008392334,29.88999938964844,30.149999618530273,26.1802921295166,1648800,0.0,0.0,0.0,0.0
28,2017-02-13,29.82999992370605,30.1200008392334,29.51000022888184,29.65999984741211,25.75480651855469,2745100,0.0,0.0,0.0,0.0
29,2017-02-14,29.53000068664551,29.940000534057614,29.209999084472656,29.920000076293945,25.980573654174805,1598100,0.0,0.0,0.0,0.0
30,2017-02-15,29.84000015258789,30.20000076293945,29.63999938964844,30.149999618530273,26.1802921295166,1983600,0.0,0.0,0.0,0.0
31,2017-02-16,30.170000076293945,30.32999992370605,29.809999465942386,30.0,26.05004119873047,2566200,0.0,0.0,0.0,0.0
32,2017-02-17,29.75,29.979999542236328,29.5,29.920000076293945,25.980573654174805,1617000,0.0,0.0,0.0,0.0
33,2017-02-21,30.10000038146973,30.190000534057614,29.57999992370605,29.989999771118164,26.041357040405273,2349600,0.0,0.0,0.0,0.0
34,2017-02-22,29.40999984741211,29.54999923706055,28.57999992370605,28.899999618530273,25.09486961364746,4612800,0.0,0.0,0.0,0.0
35,2017-02-23,29.170000076293945,29.70000076293945,28.959999084472656,29.399999618530273,25.52903938293457,3295700,0.0,0.0,0.0,0.0
36,2017-02-24,28.81999969482422,28.959999084472656,28.270000457763672,28.940000534057614,25.41487121582031,2677500,0.0,0.0,0.0,0.0
37,2017-02-27,28.6200008392334,29.06999969482422,28.40999984741211,28.51000022888184,25.03725624084473,2814800,0.0,0.0,0.0,0.0
38,2017-02-28,28.51000022888184,29.68000030517578,28.45000076293945,29.28000068664551,25.713462829589844,7185200,0.0,0.0,0.0,0.0
39,2017-03-01,29.60000038146973,30.170000076293945,29.239999771118164,29.3799991607666,25.80127716064453,3905600,0.0,0.0,0.0,0.0
40,2017-03-02,29.26000022888184,29.290000915527344,28.020000457763672,28.1299991607666,24.70353507995605,4263300,0.0,0.0,0.0,0.0
41,2017-03-03,28.239999771118164,28.60000038146973,27.959999084472656,28.09000015258789,24.66841125488281,2387100,0.0,0.0,0.0,0.0
42,2017-03-06,28.01000022888184,28.239999771118164,27.6200008392334,28.209999084472656,24.773794174194336,2023500,0.0,0.0,0.0,0.0
43,2017-03-07,28.229999542236328,28.440000534057614,27.34000015258789,27.40999984741211,24.071237564086914,3152000,0.0,0.0,0.0,0.0
44,2017-03-08,27.420000076293945,27.82999992370605,27.190000534057614,27.270000457763672,23.94829559326172,4626200,0.0,0.0,0.0,0.0
45,2017-03-09,27.149999618530273,27.209999084472656,26.649999618530273,27.01000022888184,23.71996307373047,2978500,0.0,0.0,0.0,0.0
46,2017-03-10,27.15999984741211,27.489999771118164,27.03000068664551,27.45000076293945,24.10636901855469,2061100,0.0,0.0,0.0,0.0
47,2017-03-13,27.53000068664551,28.489999771118164,27.53000068664551,27.8799991607666,24.483991622924805,2876600,0.0,0.0,0.0,0.0
48,2017-03-14,27.56999969482422,27.6200008392334,27.209999084472656,27.59000015258789,24.22931671142578,2196300,0.0,0.0,0.0,0.0
49,2017-03-15,27.86000061035156,28.36000061035156,27.790000915527344,28.309999465942386,24.86161231994629,3288700,0.0,0.0,0.0,0.0
50,2017-03-16,28.489999771118164,28.739999771118164,28.209999084472656,28.5,25.02847099304199,3009800,0.0,0.0,0.0,0.0
51,2017-03-17,28.59000015258789,28.68000030517578,28.15999984741211,28.28000068664551,24.83527183532715,4263000,0.0,0.0,0.0,0.0
52,2017-03-20,28.209999084472656,28.6299991607666,27.899999618530273,28.540000915527344,25.0635986328125,4222800,0.0,0.0,0.0,0.0
53,2017-03-21,28.5,28.59000015258789,27.420000076293945,27.520000457763672,24.16783905029297,3223600,0.0,0.0,0.0,0.0
54,2017-03-22,27.3799991607666,27.76000022888184,27.1299991607666,27.53000068664551,24.17662239074707,2471400,0.0,0.0,0.0,0.0
55,2017-03-23,27.559999465942386,27.68000030517578,27.01000022888184,27.040000915527344,23.74631118774414,3182600,0.0,0.0,0.0,0.0
56,2017-03-24,27.18000030517578,27.25,26.63999938964844,26.649999618530273,23.4038143157959,2839000,0.0,0.0,0.0,0.0
57,2017-03-27,26.479999542236328,27.0,26.229999542236328,26.61000061035156,23.368688583374023,2728900,0.0,0.0,0.0,0.0
58,2017-03-28,26.70000076293945,27.0,26.32999992370605,26.79999923706055,23.53554534912109,4433100,0.0,0.0,0.0,0.0
59,2017-03-29,27.040000915527344,28.559999465942386,26.96999931335449,28.46999931335449,25.00212287902832,5131600,0.0,0.0,0.0,0.0
60,2017-03-30,28.45000076293945,28.60000038146973,28.07999992370605,28.10000038146973,24.67719078063965,4263100,0.0,0.0,0.0,0.0
61,2017-03-31,28.020000457763672,28.43000030517578,28.020000457763672,28.34000015258789,24.887958526611328,2594200,0.0,0.0,0.0,0.0
62,2017-04-03,28.29999923706055,28.31999969482422,27.34000015258789,27.709999084472656,24.33469581604004,3140100,0.0,0.0,0.0,0.0
63,2017-04-04,27.709999084472656,28.04999923706055,27.51000022888184,27.770000457763672,24.38738822937012,2124500,0.0,0.0,0.0,0.0
64,2017-04-05,27.770000457763672,28.190000534057614,26.8700008392334,26.88999938964844,23.61457824707031,2750000,0.0,0.0,0.0,0.0
65,2017-04-06,27.01000022888184,27.06999969482422,26.26000022888184,26.3799991607666,23.16670227050781,3088300,0.0,0.0,0.0,0.0
66,2017-04-07,26.36000061035156,26.86000061035156,25.979999542236328,26.60000038146973,23.35990333557129,3665700,0.0,0.0,0.0,0.0
67,2017-04-10,26.63999938964844,27.46999931335449,26.6299991607666,27.28000068664551,23.957075119018555,2040800,0.0,0.0,0.0,0.0
68,2017-04-11,27.239999771118164,27.8700008392334,26.93000030517578,27.85000038146973,24.45764541625977,2686600,0.0,0.0,0.0,0.0
69,2017-04-12,27.85000038146973,28.270000457763672,27.56999969482422,27.81999969482422,24.43129730224609,3333900,0.0,0.0,0.0,0.0
70,2017-04-13,27.940000534057614,28.18000030517578,27.270000457763672,27.35000038146973,24.01854515075684,2980600,0.0,0.0,0.0,0.0
71,2017-04-17,27.32999992370605,27.399999618530273,27.040000915527344,27.28000068664551,23.957075119018555,1866000,0.0,0.0,0.0,0.0
72,2017-04-18,27.07999992370605,27.5,26.70000076293945,26.940000534057614,23.658489227294922,2944400,0.0,0.0,0.0,0.0
73,2017-04-19,26.979999542236328,27.10000038146973,26.309999465942386,26.43000030517578,23.210613250732425,3019500,0.0,0.0,0.0,0.0
74,2017-04-20,26.53000068664551,27.1200008392334,26.420000076293945,26.85000038146973,23.579450607299805,1793700,0.0,0.0,0.0,0.0
75,2017-04-21,26.940000534057614,28.04999923706055,26.81999969482422,27.8799991607666,24.483991622924805,3683800,0.0,0.0,0.0,0.0
76,2017-04-24,28.18000030517578,29.1200008392334,28.13999938964844,28.81999969482422,25.30949401855469,3641100,0.0,0.0,0.0,0.0
77,2017-04-25,28.82999992370605,29.13999938964844,28.60000038146973,28.76000022888184,25.256797790527344,2767200,0.0,0.0,0.0,0.0
78,2017-04-26,28.690000534057614,29.10000038146973,28.239999771118164,28.26000022888184,24.81769943237305,2989900,0.0,0.0,0.0,0.0
79,2017-04-27,28.0,28.35000038146973,27.670000076293945,28.239999771118164,24.80014038085937,3410800,0.0,0.0,0.0,0.0
80,2017-04-28,28.399999618530273,28.399999618530273,27.76000022888184,28.13999938964844,24.712322235107425,3325500,0.0,0.0,0.0,0.0
81,2017-05-01,28.13999938964844,28.21999931335449,27.86000061035156,28.11000061035156,24.68597412109375,1576200,0.0,0.0,0.0,0.0
82,2017-05-02,28.270000457763672,28.3700008392334,28.07999992370605,28.34000015258789,24.887958526611328,2334000,0.0,0.0,0.0,0.0
83,2017-05-03,26.899999618530273,27.770000457763672,26.32999992370605,27.18000030517578,23.8692569732666,3495700,0.0,0.0,0.0,0.0
84,2017-05-04,26.61000061035156,27.0,25.82999992370605,26.040000915527344,22.86811828613281,3276300,0.0,0.0,0.0,0.0
85,2017-05-05,26.20000076293945,27.03000068664551,26.06999969482422,26.940000534057614,23.658489227294922,3476500,0.0,0.0,0.0,0.0
86,2017-05-08,26.85000038146973,27.60000038146973,26.770000457763672,27.59000015258789,24.22931671142578,2357300,0.0,0.0,0.0,0.0
87,2017-05-09,27.61000061035156,27.979999542236328,27.3799991607666,27.790000915527344,24.40495109558105,2644300,0.0,0.0,0.0,0.0
