,Date,Open,High,Low,Close,Adj Close,Volume,prediction,trend,predicted_trend,trend_pred_vs_actual
0,2017-01-03,114.04000091552734,114.13999938964844,111.87999725341795,112.44000244140624,108.64274597167969,2244800,0.0,0.0,0.0,0.0
1,2017-01-04,112.97000122070312,114.5199966430664,112.6999969482422,113.73999786376952,109.89883422851562,2892300,0.0,0.0,0.0,0.0
2,2017-01-05,113.73999786376952,114.83999633789062,112.9000015258789,114.69000244140624,110.81676483154295,2167600,0.0,0.0,0.0,0.0
3,2017-01-06,116.41999816894531,117.87999725341795,116.12999725341795,116.4499969482422,112.51731872558594,3362400,0.0,0.0,0.0,0.0
4,2017-01-09,117.88999938964844,118.0,116.13999938964844,117.3000030517578,113.33861541748048,3212400,0.0,0.0,0.0,0.0
5,2017-01-10,115.9000015258789,118.25,115.6999969482422,117.62000274658205,113.64781188964844,2656500,0.0,0.0,0.0,0.0
6,2017-01-11,118.16999816894531,118.1999969482422,116.25,117.1999969482422,113.24201202392578,1545600,0.0,0.0,0.0,0.0
7,2017-01-12,117.01000213623048,118.12000274658205,116.41000366210938,118.01000213623048,114.0246353149414,1353200,0.0,0.0,0.0,0.0
8,2017-01-13,118.01000213623048,120.44000244140624,117.80999755859376,118.80999755859376,114.7976303100586,2413900,0.0,0.0,0.0,0.0
9,2017-01-17,119.29000091552734,120.41999816894531,118.25,118.58000183105469,114.57538604736328,1320000,0.0,0.0,0.0,0.0
10,2017-01-18,118.9499969482422,119.51000213623048,117.91000366210938,119.33999633789062,115.3097152709961,998500,0.0,0.0,0.0,0.0
11,2017-01-19,119.72000122070312,119.83000183105469,118.41000366210938,118.83999633789062,114.82659149169922,991500,0.0,0.0,0.0,0.0
12,2017-01-20,119.75,120.29000091552734,118.68000030517578,119.91999816894531,115.87013244628906,1485700,0.0,0.0,0.0,0.0
13,2017-01-23,120.0,120.6999969482422,118.9800033569336,119.98999786376952,115.93777465820312,1369200,0.0,0.0,0.0,0.0
14,2017-01-24,120.37000274658205,120.55999755859376,119.2699966430664,120.22000122070312,116.16001892089844,1454400,0.0,0.0,0.0,0.0
15,2017-01-25,120.97000122070312,121.43000030517578,120.4000015258789,120.86000061035156,116.77839660644531,1058100,0.0,0.0,0.0,0.0
16,2017-01-26,121.33000183105469,121.7300033569336,120.56999969482422,121.2300033569336,117.13590240478516,1110400,0.0,0.0,0.0,0.0
17,2017-01-27,121.41000366210938,122.08000183105469,120.91999816894531,122.0,117.87989044189452,945500,0.0,0.0,0.0,0.0
18,2017-01-30,121.4000015258789,121.8000030517578,119.61000061035156,121.52999877929688,117.42576599121094,1621600,0.0,0.0,0.0,0.0
19,2017-01-31,121.45999908447266,121.6500015258789,120.04000091552734,121.58999633789062,117.4837417602539,1130300,0.0,0.0,0.0,0.0
20,2017-02-01,121.77999877929688,121.9499969482422,120.27999877929688,120.7699966430664,116.69142150878906,1128600,0.0,0.0,0.0,0.0
21,2017-02-02,120.4499969482422,121.2300033569336,120.0199966430664,120.58999633789062,116.51749420166016,1260800,0.0,0.0,0.0,0.0
22,2017-02-03,120.70999908447266,121.62000274658205,120.48999786376952,121.52999877929688,117.42576599121094,1245200,0.0,0.0,0.0,0.0
23,2017-02-06,121.12000274658205,122.05999755859376,120.5,122.0500030517578,117.9281997680664,1346800,0.0,0.0,0.0,0.0
24,2017-02-07,122.5,123.08000183105469,121.75,122.33999633789062,118.2083969116211,1949100,0.0,0.0,0.0,0.0
25,2017-02-08,122.0,123.08000183105469,121.13999938964844,122.83999633789062,118.69153594970705,1705900,0.0,0.0,0.0,0.0
26,2017-02-09,123.1500015258789,123.94000244140624,121.6999969482422,123.25,119.08768463134766,3165200,0.0,0.0,0.0,0.0
27,2017-02-10,125.01000213623048,126.41000366210938,120.62999725341795,122.6500015258789,118.50794982910156,6466900,0.0,0.0,0.0,0.0
28,2017-02-13,123.05999755859376,123.05999755859376,119.22000122070312,119.5,115.46431732177734,3833300,0.0,0.0,0.0,0.0
29,2017-02-14,119.16999816894531,120.0999984741211,118.81999969482422,119.66999816894531,115.62857055664062,2929800,0.0,0.0,0.0,0.0
30,2017-02-15,119.54000091552734,121.9000015258789,119.36000061035156,120.87999725341795,116.7977294921875,2251400,0.0,0.0,0.0,0.0
