,Date,Open,High,Low,Close,Adj Close,Volume,macd,macd_signal_line,macd_hist,rsi,cci,adx,+DI,-DI,trend
0,2017-01-19,82.95999908447266,83.5999984741211,82.38999938964844,82.69999694824219,82.69999694824219,1302100,0.35509673142020404,0.34727904913291174,0.007817682287292294,63.26441185155677,58.215240319465394,60.330095241268396,28.405738088431896,11.403486040649128,1.0
1,2017-01-20,83.12000274658203,84.2699966430664,83.11000061035156,83.4000015258789,83.4000015258789,1251900,0.38095508536294176,0.35440606840708455,0.026549016955857208,68.23320772211906,78.06681516686281,57.262939226853376,29.72139240085923,9.964172148355562,0.0
2,2017-01-23,83.83999633789062,83.91000366210938,82.26000213623047,83.25,83.25,988800,0.38666908228654506,0.3611555149826104,0.02551356730393467,65.93976654350158,59.20337022048236,48.46339758986191,25.8441921177702,14.902623984899973,1.0
3,2017-01-24,83.86000061035156,84.58999633789062,82.13999938964844,83.97000122070312,83.97000122070312,1487800,0.4287707976466919,0.37517172299335105,0.05359907465334085,71.46433774835904,75.180034615107,44.84409695407458,26.34534521004011,12.423509799447686,0.0
4,2017-01-25,84.91000366210938,86.95999908447266,84.48999786376953,86.36000061035156,86.36000061035156,2686400,0.6002808106218964,0.42149749508100776,0.17878331554088867,82.66463813093662,198.5619434957529,48.40148623754846,37.29720190473721,10.15020423727816,0.0
5,2017-01-26,92.01000213623048,92.9800033569336,89.41000366210938,89.4800033569336,89.4800033569336,4369400,0.9167116388132825,0.5228219476618967,0.39388969115138583,89.2651359819209,344.13797361517373,56.99160767202038,59.30311267176426,7.206716852535622,0.0
6,2017-01-27,89.01000213623047,90.5,88.70999908447266,90.08999633789062,90.08999633789062,1980900,1.1862527203273743,0.657942212492355,0.5283105078350193,90.1454389645095,188.81254487629278,59.93359376143376,52.484036195456405,10.275346107649314,0.0
7,2017-01-30,89.5999984741211,90.33000183105469,88.01000213623047,90.12000274658205,90.12000274658205,1585700,1.3808938313792822,0.8046467717851471,0.5762470595941351,90.19291190477045,131.21917742988722,58.82766327835727,45.454769643921885,12.793727735110894,0.0
8,2017-01-31,90.0999984741211,90.66999816894531,88.94999694824219,90.62000274658205,90.62000274658205,1326900,1.5468415065671621,0.9548170643379219,0.5920244422292402,91.05459230767107,114.87158911943712,58.493058078452975,42.21655723070023,11.337873360895978,0.0
9,2017-02-01,91.16999816894531,91.16999816894531,89.38999938964844,89.69999694824219,89.69999694824219,2884200,1.5956507221450806,1.0841769300676163,0.5114737920774644,76.25995022182519,94.23431119842746,58.95377367319052,40.170139458643334,10.010032101112966,1.0
10,2017-02-02,89.25,89.83999633789062,88.2300033569336,88.86000061035156,88.86000061035156,2125400,1.5580827415939922,1.1796626526477432,0.378420088946249,64.73565827692369,59.37763563100429,53.15276151922634,35.65460985894989,15.76997524248524,1.0
11,2017-02-03,89.18000030517578,89.98999786376953,89.12000274658203,89.47000122070312,89.47000122070312,2454800,1.55191788580494,1.2545557903331859,0.2973620954717542,68.83921338050976,61.04733754701808,49.35503026680551,33.12792233929667,14.242070897042991,0.0
12,2017-02-06,89.19000244140625,90.70999908447266,88.62999725341797,90.5,90.5,1441700,1.5996213808376751,1.3238963600162583,0.2757250208214168,74.78457712786984,61.358823990673024,48.32548269849153,33.200017399488495,12.356472889141582,0.0
13,2017-02-07,90.80999755859376,91.16000366210938,90.3499984741211,90.66000366210938,90.66000366210938,1646900,1.6290297213453897,1.385154458836222,0.2438752625091678,75.6506065066627,71.18281825958341,48.6123272400197,33.23672676327066,11.278000670466717,0.0
14,2017-02-08,89.76000213623047,90.44000244140624,89.38999938964844,90.08999633789062,90.08999633789062,1887300,1.5928077526852604,1.4268110168273087,0.16599673585795172,65.96529414044136,48.181096154213414,42.859359042351294,29.69183749455405,16.52782456446327,1.0
15,2017-02-09,90.13999938964844,92.30999755859376,90.01000213623047,92.3000030517578,92.3000030517578,1820000,1.7026233609434627,1.4821071835779605,0.22051617736550222,78.6704008038896,92.27973893970898,43.631928523424904,37.761096065591424,14.12175333715707,0.0
