,Date,Open,High,Low,Close,Adj Close,Volume,macd,macd_signal_line,macd_hist,rsi,cci,adx,+DI,-DI,trend
0,2017-01-19,5.5900001525878915,5.619999885559082,5.539999961853027,5.550000190734863,3.642340898513794,138200,0.00017034756550504682,0.000527089088601833,-0.0003567415230967862,37.44985669417696,-17.97754253770204,35.6756876506556,11.49382027242314,12.92212631891004,1.0
1,2017-01-20,5.570000171661377,5.579999923706055,5.550000190734863,5.579999923706055,3.662029266357422,137700,-0.0002509647205748422,0.00036242587062486337,-0.0006133905911997056,47.92708301220277,-17.73232437178694,26.848874027411846,10.370250827541055,11.658933929372784,0.0
2,2017-01-23,5.579999923706055,5.5900001525878915,5.539999961853027,5.559999942779541,3.648903369903565,167800,-0.0017221853868525372,-7.367635980069465e-05,-0.0016485090270518426,42.26366508976204,-45.16129032258085,20.90944619390499,11.51071717283928,10.090600006463577,1.0
3,2017-01-24,5.579999923706055,5.599999904632568,5.559999942779541,5.5900001525878915,3.668591976165772,141200,-0.0010294724556638712,-0.00027180666951229855,-0.0007576657861515727,52.390374259124926,35.73087020817292,19.981061577573062,12.738423480437861,8.9039539050144,0.0
4,2017-01-25,5.579999923706055,5.610000133514403,5.579999923706055,5.599999904632568,3.675154447555542,154900,0.00011557484685997821,-0.00019208644129989786,0.00030766128815987604,55.51151214878501,79.57899983734387,22.20648162570677,14.117210061875834,7.997617418638201,0.0
5,2017-01-26,5.599999904632568,5.619999885559082,5.579999923706055,5.619999885559082,3.688279628753662,145200,0.002225088611266024,0.00030248533556323016,0.0019226032757027939,61.55971542085661,98.01717491579343,26.33641892571235,15.122934860183731,7.03015119731548,0.0
6,2017-01-27,5.619999885559082,5.630000114440918,5.570000171661377,5.599999904632568,3.675154447555542,234200,0.0025523234050677246,0.0007607075469866058,0.0017916158580811188,52.92546461825185,63.414942393722704,31.52820975827131,15.444307408269212,5.948051036190485,1.0
7,2017-01-30,5.570000171661377,5.579999923706055,5.510000228881836,5.53000020980835,3.629215002059937,228700,-0.001717635189109501,0.00025779121154046033,-0.0019754264006499613,33.30568179403414,-127.27254336831236,28.86729636647204,12.452276851830867,19.582506589905197,1.0
8,2017-01-31,5.539999961853027,5.559999942779541,5.519999980926514,5.550000190734863,3.642340898513794,198700,-0.003684281014471935,-0.0005398190539356443,-0.0031444619605362906,40.826597782613376,-106.81013508016433,26.972647712995798,11.013569367457885,17.319988728399615,0.0
9,2017-02-01,5.539999961853027,5.6500000953674325,5.53000020980835,5.619999885559082,3.688279628753662,320900,-0.0005284780502350372,-0.0005375297379827798,9.051687747742591e-06,59.84486073705918,55.85882115400987,29.667901396082218,28.893957790204077,13.477539039306938,0.0
10,2017-02-02,5.619999885559082,5.670000076293945,5.5900001525878915,5.6500000953674325,3.7079691886901855,302700,0.003933377758403189,0.0003632987019688566,0.0035700790564343328,65.54072729554275,144.94989545216555,33.58393894571644,28.608527065513478,11.305400803053876,0.0
11,2017-02-03,5.6599998474121085,5.670000076293945,5.639999866485597,5.639999866485597,3.701405048370361,93300,0.00666773187636327,0.001631672494202985,0.005036059382160285,62.02164943509589,156.8201239019283,36.377895343005584,25.862675699570502,10.22030648252105,1.0
12,2017-02-06,5.610000133514403,5.630000114440918,5.599999904632568,5.599999904632568,3.675154447555542,138800,0.00596287001149598,0.0025020221075038145,0.0034608479039921654,49.312755079800354,50.58709589102376,29.116767493219562,22.984692461520236,18.434524694804878,1.0
13,2017-02-07,5.599999904632568,5.6500000953674325,5.579999923706055,5.619999885559082,3.688279628753662,192900,0.00673474169965349,0.0033517763065322856,0.003382965393121205,54.86227454131997,63.69196016158713,26.86605965364763,24.098073606892694,15.653262516287505,0.0
14,2017-02-08,5.630000114440918,5.630000114440918,5.570000171661377,5.579999923706055,3.662029266357422,198300,0.00444802085911622,0.0035716898649963487,0.0008763309941198709,43.44613888821306,-0.6608590640994444,23.098575672793988,20.801809165251832,15.79351598216429,1.0
15,2017-02-09,5.579999923706055,5.619999885559082,5.570000171661377,5.619999885559082,3.688279628753662,179900,0.00544964746345844,0.003948191710292589,0.0015014557531658514,54.74621704296719,22.019197276330676,20.40831968803467,18.22038567988206,13.833602171348975,0.0
16,2017-02-10,5.610000133514403,5.6599998474121085,5.610000133514403,5.6500000953674325,3.7079691886901855,172800,0.008312282775728264,0.004822701471266998,0.0034895813044612655,61.643851008779016,117.39150340584852,24.6353072836032,25.263029676944797,12.108457378350293,0.0
17,2017-02-13,5.6500000953674325,5.710000038146973,5.639999866485597,5.690000057220459,3.7342195510864262,140900,0.013332597888364717,0.006527318521809686,0.006805279366555031,69.16390781216109,182.4242644927484,32.55074535798891,32.91692633493085,10.29958813664085,0.0
18,2017-02-14,5.6599998474121085,5.699999809265138,5.610000133514403,5.699999809265138,3.7407827377319336,253000,0.017823306914945825,0.008789316418201635,0.00903399049674419,70.87682267935746,124.26952880567625,31.468324043704015,27.321922037779512,15.115712422745013,0.0
19,2017-02-15,5.6599998474121085,5.690000057220459,5.619999885559082,5.690000057220459,3.7342195510864262,228500,0.02039282657266739,0.01111231903945976,0.009280507533207628,66.44750941592406,96.43819103773504,30.69522607802097,23.088982927653653,12.773860696384814,1.0
20,2017-02-16,5.690000057220459,5.690000057220459,5.639999866485597,5.6599998474121085,3.7145309448242183,121500,0.019956274841623767,0.012882512691796251,0.007073762149827516,54.24364605034649,76.44433537228846,30.143043913698268,20.315830200450304,11.23962825582685,1.0
21,2017-02-17,5.619999885559082,5.639999866485597,5.570000171661377,5.5900001525878915,3.668591976165772,158900,0.014200956353647598,0.013146368662756501,0.001054587690891097,35.82219255710852,-56.565563883754756,26.43804725640973,16.98372168862631,24.027918504331513,1.0
22,2017-02-21,5.610000133514403,5.6500000953674325,5.5900001525878915,5.639999866485597,3.701405048370361,181300,0.013260402628284318,0.013169187026146884,9.121560213743406e-05,50.29177231851829,-15.57624624304729,21.932107185268492,16.878877699708404,20.910101080002146,0.0
23,2017-02-22,5.610000133514403,5.619999885559082,5.579999923706055,5.599999904632568,3.675154447555542,206300,0.009378240275872862,0.012410689993141948,-0.0030324497172690857,41.343290073401874,-85.35851034246943,20.250922986521005,14.684843994484329,20.29909714199105,1.0
24,2017-02-23,5.630000114440918,5.670000076293945,5.610000133514403,5.6599998474121085,3.7145309448242183,127900,0.010745565402125123,0.012077556967090793,-0.0013319915649656691,55.57240157990196,33.93949482399989,18.429725317124568,23.065114753763687,17.443767229508698,0.0
25,2017-02-24,5.6500000953674325,5.679999828338622,5.619999885559082,5.670000076293945,3.721093893051148,175200,0.012447035030761278,0.012151471769204631,0.00029556326155664656,57.62818563812366,57.1427476648757,18.510901104442098,22.17291670706852,15.182318657009175,0.0
26,2017-02-27,5.6500000953674325,5.699999809265138,5.6500000953674325,5.699999809265138,3.7407827377319336,95300,0.015910512155235423,0.012903436023276156,0.0030070761319592673,63.67849028748557,106.3724423453205,21.233703305761864,23.79141409694155,13.370872682792974,0.0
