,Date,Open,High,Low,Close,Adj Close,Volume,macd,macd_signal_line,macd_hist,rsi,cci,adx,+DI,-DI,trend_1,trend_2
0,2017-01-03,28.95000076293945,29.082500457763672,28.690000534057614,29.03750038146973,27.45993804931641,115127600,0.0,0.0,0.0,,,,,,,
1,2017-01-04,28.962499618530273,29.127500534057614,28.9375,29.0049991607666,27.429203033447266,84472400,-0.0007291940542373254,-0.0004051078079096252,-0.0003240862463277002,0.0,66.66666666666667,100.0,12.687955772580818,0.0,-0.03250122070312855,-0.03250122070312855
2,2017-01-05,28.979999542236328,29.21500015258789,28.95249938964844,29.15250015258789,27.56869125366211,88774400,0.0036448589698778733,0.001254714642003284,0.0023901443278745893,84.48646936077556,98.70151102303575,100.0,21.232312500080543,0.0,0.14750099182128906,0.14750099182128906
3,2017-01-06,29.19499969482422,29.540000915527344,29.11750030517578,29.477500915527344,27.87602996826172,127007600,0.017278966552677133,0.006682984259440224,0.010595982293236909,95.20279670195602,133.33333333333155,100.0,44.704910837187796,0.0,0.3250007629394531,0.3250007629394531
4,2017-01-09,29.48749923706055,29.857500076293945,29.48500061035156,29.747499465942386,28.13136100769043,134247600,0.03506763464116247,0.015126776019828802,0.01994085862133367,97.1591356954437,126.23528600479106,100.0,56.522667592023154,0.0,0.2699985504150426,0.2699985504150426
5,2017-01-10,29.6924991607666,29.84499931335449,29.57500076293945,29.77750015258789,28.15973281860352,97848400,0.04638472857006093,0.02359941906948405,0.02278530950057688,97.30564391399047,96.53736143803147,100.0,45.08083788104696,0.0,0.03000068664550426,0.03000068664550426
6,2017-01-11,29.684999465942386,29.982500076293945,29.649999618530273,29.9375,28.311038970947266,110354400,0.06009179306138179,0.0328346653988827,0.027257127662499096,97.97424611032577,97.59158845788089,100.0,44.287826482577934,0.0,0.15999984741210938,0.15999984741210938
7,2017-01-12,29.72500038146973,29.82500076293945,29.552499771118164,29.8125,28.19283103942871,108344800,0.06237162835011034,0.03993295303877411,0.022438675311336233,79.48325665162432,61.69640523926491,90.793047211169,34.24751022409719,5.847305461463765,-0.125,-0.125
8,2017-01-13,29.77750015258789,29.90500068664551,29.70249938964844,29.76000022888184,28.1431884765625,104447600,0.06039665573727859,0.04466016988308124,0.015736485854197353,72.57942217958643,65.8522609463072,85.76005170192505,34.54997604693612,5.0781014500508235,-0.05249977111816051,-0.05249977111816051
9,2017-01-17,29.584999084472656,30.059999465942386,29.55500030517578,30.0,28.37014961242676,137759200,0.07047919114810952,0.050445129438575126,0.020034061709534395,81.4284772138188,74.72457153163485,83.98233008659936,34.11511830958565,3.824466941304394,0.2399997711181605,0.2399997711181605
10,2017-01-18,30.0,30.125,29.927499771118164,29.997499465942386,28.367780685424805,94852000,0.0766433610863686,0.056177152828091416,0.020466208258277184,81.10124878439123,94.09915771325565,83.31450539915795,33.51742261213283,3.3704949739452554,-0.002500534057613635,-0.002500534057613635
11,2017-01-19,29.85000038146973,30.022499084472656,29.84250068664551,29.94499969482422,28.31813621520996,102389200,0.07723604097347447,0.06069971882605189,0.01653632214742258,73.64494585449943,72.56095210625851,76.2624999898878,29.713698996066697,7.605226781687513,-0.052499771118167615,-0.052499771118167615
12,2017-01-20,30.11249923706055,30.11249923706055,29.9325008392334,30.0,28.37014961242676,130391600,0.07975788723781108,0.06473308940070158,0.0150247978371095,76.37548179943488,83.24241774521713,72.86874824293625,31.28305768426001,6.729360836501698,0.05500030517578125,0.05500030517578125
13,2017-01-23,30.0,30.20249938964844,29.9424991607666,30.020000457763672,28.389057159423828,88200800,0.08176878423348555,0.06829696947032017,0.013471814763165377,77.39736022765176,86.49089417515916,71.82233855329699,31.650827685990425,5.749902791134421,0.020000457763671875,0.020000457763671875
14,2017-01-24,29.88750076293945,30.024999618530273,29.875,29.99250030517578,28.363052368164066,92844000,0.08061010684677683,0.07084940270631879,0.009760704140458043,72.24151878762223,65.1576791885154,66.09326907314089,28.338840470455562,8.96112043210236,-0.027500152587890625,-0.027500152587890625
15,2017-01-25,30.104999542236328,30.524999618530273,30.06999969482422,30.46999931335449,28.81460952758789,129510400,0.10767788542531065,0.07842842990041184,0.029249455524898813,88.37588512879174,166.23724011829924,68.46938444657536,46.931100924310584,6.902484570369872,0.4774990081787074,0.4774990081787074
16,2017-01-26,30.417499542236328,30.61000061035156,30.399999618530273,30.48500061035156,28.82879638671875,105350400,0.12791291459326004,0.08855331907454034,0.0393595955187197,88.62513786613782,193.37942467525497,70.77592793557983,45.63381948819785,6.074361649109406,0.015001296997070312,0.015001296997070312
17,2017-01-27,30.53499984741211,30.587499618530273,30.399999618530273,30.48749923706055,28.831159591674805,82251600,0.14199692701966882,0.09943812387493833,0.042558803144730484,88.67368042538756,160.4907854005396,72.41825478811661,40.443825364511696,5.3835165342888995,0.0024986267089914804,0.0024986267089914804
